id,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
837009791917345112,97%,100%,f,t,Private room in cabin,Private room,2,1 private bath,1.0,1.0,"$1,390.00",1.0,365.0,18,47,77,352,2,2,2,4.5,5.0,4.5,4.5,5.0,4.5,5.0,2.0
838542244620284787,100%,100%,t,t,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,2.0,"$1,349.00",3.0,1125.0,3,27,57,332,0,0,0,,,,,,,,
837025363971285746,100%,96%,f,t,Private room in home,Private room,4,1.5 baths,1.0,2.0,$975.00,2.0,1125.0,5,30,60,240,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
834126410693419814,100%,99%,f,t,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,"$4,793.00",1.0,1125.0,14,35,60,335,0,0,0,,,,,,,,
838546401675790341,100%,100%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,$720.00,1.0,365.0,0,30,60,335,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
834127290950767687,100%,100%,f,t,Private room in rental unit,Private room,4,1 private bath,1.0,2.0,"$1,443.00",1.0,1125.0,30,60,90,365,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
834131751845346206,100%,100%,f,t,Private room in guesthouse,Private room,2,1 private bath,1.0,1.0,$825.00,1.0,365.0,20,44,71,284,0,0,0,,,,,,,,
834143531241703935,93%,94%,f,t,Entire home,Entire home/apt,4,1 bath,2.0,3.0,$627.00,1.0,365.0,23,53,83,358,1,1,1,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0
837026863784479580,100%,99%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,487.00",1.0,1125.0,24,54,81,356,0,0,0,,,,,,,,
838547171199515623,100%,100%,f,t,Entire condo,Entire home/apt,4,1 bath,2.0,5.0,"$1,378.00",1.0,365.0,25,55,85,360,0,0,0,,,,,,,,
837053847076544119,88%,77%,f,t,Private room in bed and breakfast,Private room,10,1 shared bath,2.0,8.0,"$2,503.00",1.0,365.0,30,60,90,364,0,0,0,,,,,,,,
834176452000288661,100%,99%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,453.00",1.0,1125.0,26,56,86,361,0,0,0,,,,,,,,
838554573275495684,100%,100%,f,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"$3,210.00",1.0,365.0,19,49,79,354,0,0,0,,,,,,,,
834190202897832614,100%,100%,f,t,Entire rental unit,Entire home/apt,6,1 bath,3.0,3.0,"$1,509.00",1.0,1125.0,30,60,90,364,0,0,0,,,,,,,,
838562006774097107,100%,100%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$447.00,2.0,1125.0,21,51,81,356,1,1,1,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
834191263683609334,100%,100%,t,t,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,$880.00,3.0,90.0,20,47,77,167,2,2,2,5.0,4.5,4.0,5.0,5.0,5.0,5.0,2.0
837059272345513583,100%,100%,f,t,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,"$1,146.00",1.0,1125.0,30,60,90,365,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
838562454962235663,100%,100%,f,t,Entire serviced apartment,Entire home/apt,7,1 bath,2.0,4.0,"$1,314.00",1.0,1125.0,20,48,78,351,1,1,1,3.0,2.0,5.0,2.0,4.0,4.0,2.0,1.0
837066553292764839,100%,99%,f,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"$1,577.00",1.0,1125.0,0,0,0,0,0,0,0,,,,,,,,
838563568293459261,100%,100%,f,t,Entire serviced apartment,Entire home/apt,7,1 bath,2.0,4.0,"$1,246.00",1.0,1125.0,17,47,77,350,2,2,2,2.5,2.0,3.5,2.5,2.5,4.0,2.0,2.0
838565318612364650,100%,100%,f,t,Entire serviced apartment,Entire home/apt,7,1 bath,2.0,4.0,"$1,331.00",1.0,1125.0,6,36,66,330,1,1,1,3.0,2.0,5.0,3.0,4.0,5.0,3.0,1.0
837082207553422489,100%,91%,f,t,Private room in home,Private room,1,1 shared bath,1.0,1.0,$200.00,2.0,365.0,21,51,69,69,0,0,0,,,,,,,,
837082530607809886,100%,91%,f,t,Private room in home,Private room,2,1 shared bath,1.0,1.0,$240.00,2.0,365.0,18,45,64,91,3,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
837096470753682367,98%,100%,f,t,Entire guest suite,Entire home/apt,2,1 bath,,1.0,$787.00,1.3,1125.0,22,52,82,357,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
834197300472300614,,,f,t,Tiny home,Entire home/apt,2,1 bath,1.0,1.0,$406.00,1.0,365.0,0,0,0,241,0,0,0,,,,,,,,
834199682269391254,100%,99%,t,t,Entire serviced apartment,Entire home/apt,8,2 baths,3.0,5.0,"$1,290.00",3.0,1125.0,13,43,73,348,0,0,0,,,,,,,,
838566558482704314,100%,100%,f,t,Entire serviced apartment,Entire home/apt,7,1 bath,2.0,4.0,"$1,331.00",1.0,1125.0,0,9,39,306,2,2,2,4.0,4.0,3.5,3.5,4.0,5.0,4.0,2.0
837102159627515049,88%,77%,f,t,Private room in bed and breakfast,Private room,5,1 shared bath,1.0,4.0,"$1,497.00",1.0,365.0,30,60,90,364,1,1,1,5.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0
838567982850781750,100%,100%,f,t,Entire serviced apartment,Entire home/apt,7,1 bath,2.0,4.0,"$1,278.00",1.0,1125.0,16,46,76,348,2,2,2,2.0,1.5,3.0,2.5,2.0,4.5,2.0,2.0
837106893882918111,100%,100%,t,t,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,$780.00,2.0,896.7,23,53,83,161,3,3,3,5.0,5.0,5.0,5.0,5.0,4.67,5.0,3.0
834243513777900752,36%,14%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$500.00,1.0,365.0,28,58,88,363,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
834259645236389032,100%,99%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,493.00",1.0,1125.0,17,47,77,352,1,1,1,4.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0
838569195464642641,100%,100%,f,t,Entire serviced apartment,Entire home/apt,6,1 bath,2.0,4.0,"$1,131.00",1.0,1125.0,25,55,85,358,0,0,0,,,,,,,,
838569659617844114,100%,100%,f,t,Entire serviced apartment,Entire home/apt,6,1 bath,2.0,4.0,"$1,190.00",1.0,1125.0,23,53,83,356,2,2,2,1.0,1.5,4.0,2.5,2.0,4.5,2.5,2.0
834315530977940377,,,f,t,Entire home,Entire home/apt,5,2 baths,3.0,8.0,"$6,000.00",3.0,1125.0,30,60,90,365,0,0,0,,,,,,,,
837109776987580959,100%,96%,f,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"$1,607.00",3.0,1125.0,2,31,61,151,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
838571202566406822,100%,100%,f,t,Entire serviced apartment,Entire home/apt,7,1 bath,2.0,4.0,"$1,250.00",1.0,1125.0,14,42,70,343,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
837133677144499885,100%,98%,t,t,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,$941.00,4.0,90.0,18,48,52,52,0,0,0,,,,,,,,
837137166289566934,54%,7%,f,t,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,$480.00,1.0,4.0,23,51,81,352,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
834352518274897370,100%,99%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,404.00",1.0,1125.0,26,56,86,361,0,0,0,,,,,,,,
838577296550133178,85%,0%,f,t,Private room in rental unit,Private room,5,2 shared baths,5.0,5.0,$231.00,1.0,365.0,2,30,60,335,0,0,0,,,,,,,,
837146175025963557,94%,75%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$550.00,1.0,365.0,0,0,0,210,0,0,0,,,,,,,,
838598377218554894,100%,100%,t,t,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,"$1,319.00",2.0,1125.0,11,39,69,344,0,0,0,,,,,,,,
837188243779009235,100%,99%,f,t,Dome,Entire home/apt,2,1 bath,1.0,1.0,"$1,629.00",1.0,1125.0,25,55,85,360,0,0,0,,,,,,,,
838607556672262647,100%,100%,f,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,$880.00,2.0,365.0,20,50,80,355,1,1,1,4.0,5.0,1.0,2.0,5.0,1.0,3.0,1.0
834370184267816919,100%,99%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,470.00",1.0,1125.0,0,28,58,333,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
838631481519577968,100%,87%,f,t,Private room in condo,Private room,1,1 bath,1.0,1.0,$319.00,1.0,365.0,25,55,85,360,0,0,0,,,,,,,,
838665649995967341,100%,99%,t,t,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"$1,166.00",3.0,365.0,23,53,83,83,0,0,0,,,,,,,,
834488844465970734,100%,100%,f,t,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,"$1,416.00",2.0,1125.0,30,60,90,364,0,0,0,,,,,,,,
834489638895758910,100%,100%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$3,431.00",2.0,1125.0,12,42,72,342,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.91
837208608460921614,100%,99%,f,t,Entire rental unit,Entire home/apt,5,2 baths,3.0,3.0,"$1,313.00",1.0,1125.0,1,31,61,336,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
837219017799244301,100%,99%,f,t,Entire rental unit,Entire home/apt,2,2 baths,1.0,1.0,"$1,766.00",1.0,1125.0,26,56,86,361,1,1,1,3.0,4.0,4.0,2.0,4.0,5.0,3.0,1.0
838666262503605324,100%,98%,t,t,Entire rental unit,Entire home/apt,5,2 baths,2.0,2.0,$906.00,2.0,1125.0,28,58,88,362,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
838677008102749805,100%,100%,t,t,Entire rental unit,Entire home/apt,10,3 baths,4.0,5.0,"$3,114.00",2.0,1125.0,21,46,76,351,0,0,0,,,,,,,,
834706319112969203,,,f,t,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,$490.00,30.0,365.0,29,59,89,364,0,0,0,,,,,,,,
838700527038442207,100%,0%,f,t,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,$384.00,3.0,365.0,30,60,90,364,0,0,0,,,,,,,,
837243720676184984,100%,99%,t,t,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,$470.00,1.0,1125.0,0,1,1,243,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
838706268716699917,63%,50%,f,t,Entire rental unit,Entire home/apt,3,3 baths,1.0,2.0,"$1,452.00",1.0,1125.0,0,0,0,240,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
837251108783453837,93%,100%,f,t,Entire condo,Entire home/apt,4,1 bath,2.0,2.0,"$2,412.00",2.0,90.0,11,40,70,345,1,1,1,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0
835047635293910459,100%,100%,f,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"$1,049.00",3.0,1125.0,29,59,89,364,0,0,0,,,,,,,,
838710020938668590,100%,,t,t,Private room in home,Private room,2,3 baths,3.0,3.0,$976.00,2.0,365.0,0,0,27,27,0,0,0,,,,,,,,
838712373076694031,100%,99%,t,t,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"$1,303.00",3.0,365.0,26,56,86,86,0,0,0,,,,,,,,
835167448431534519,0%,,f,t,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,$534.00,1.0,365.0,30,60,90,365,0,0,0,,,,,,,,
835433151326154668,100%,100%,t,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"$1,213.00",1.0,1125.0,22,52,82,82,2,2,2,5.0,5.0,4.5,5.0,5.0,4.5,4.5,2.0
837284341775219240,100%,83%,f,t,Entire condo,Entire home/apt,5,2 baths,2.0,3.0,$766.00,2.0,1125.0,13,43,73,162,1,1,1,4.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0
838728681701688288,100%,99%,t,t,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"$1,429.00",3.0,365.0,30,60,90,90,0,0,0,,,,,,,,
837545501673529187,97%,100%,t,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"$1,614.00",1.0,1125.0,16,30,46,109,4,4,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
838749973995589267,100%,99%,t,t,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"$1,206.00",3.0,365.0,25,55,85,85,0,0,0,,,,,,,,
837560706126692556,100%,100%,f,t,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"$3,190.00",7.0,1125.0,30,60,90,365,0,0,0,,,,,,,,
835453673572117850,100%,,f,t,Entire rental unit,Entire home/apt,5,3.5 baths,4.0,3.0,"$2,214.00",1.0,365.0,27,57,87,362,0,0,0,,,,,,,,
838753037456585409,100%,100%,f,t,Entire serviced apartment,Entire home/apt,6,1 bath,2.0,4.0,"$1,314.00",1.0,1125.0,21,51,81,354,1,1,1,4.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0
835587009561301035,100%,100%,f,t,Private room in home,Private room,2,1 private bath,1.0,1.0,$405.00,1.0,365.0,27,57,87,362,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
837598702355779944,100%,100%,t,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"$1,878.00",1.1,1125.0,24,54,84,359,7,7,7,4.86,4.86,4.86,5.0,5.0,4.71,4.86,7.0
838753105374122829,100%,100%,f,t,Entire serviced apartment,Entire home/apt,5,1 bath,2.0,3.0,"$1,278.00",1.0,1125.0,20,50,80,352,1,1,1,5.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0
838765494850907730,100%,100%,f,t,Entire serviced apartment,Entire home/apt,9,1 bath,3.0,5.0,"$2,137.00",1.0,1125.0,20,50,80,353,1,1,1,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0
837602808986428365,,,f,t,Room in hotel,Private room,2,1 private bath,1.0,1.0,$924.00,1.0,365.0,30,59,89,363,0,0,0,,,,,,,,
838765612311351260,100%,100%,f,t,Entire serviced apartment,Entire home/apt,8,2 baths,3.0,5.0,"$2,237.00",1.0,1125.0,14,44,74,347,0,0,0,,,,,,,,
837613957309541760,100%,100%,f,t,Entire rental unit,Entire home/apt,5,2 baths,2.0,3.0,"$1,800.00",1.0,1125.0,26,53,83,83,0,0,0,,,,,,,,
838812973685451224,100%,100%,f,t,Entire condo,Entire home/apt,4,1 bath,2.0,3.0,$650.00,1.0,7.0,6,36,66,66,0,0,0,,,,,,,,
837634807628313515,100%,,f,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,1.0,"$1,800.00",1.0,365.0,27,57,87,362,0,0,0,,,,,,,,
837635960399556608,100%,100%,t,t,Entire rental unit,Entire home/apt,8,3 baths,4.0,5.0,"$2,832.00",1.1,365.0,23,53,83,358,1,1,1,5.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0
837638305742982365,88%,80%,f,t,Private room in guesthouse,Private room,1,1 shared bath,1.0,1.0,$239.00,1.0,365.0,30,60,90,365,3,3,3,5.0,4.67,5.0,5.0,5.0,5.0,5.0,3.0
835646622855511197,100%,100%,f,t,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,"$2,422.00",1.0,1125.0,15,17,47,322,1,1,1,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0
835672927597909579,100%,87%,f,t,Private room in rental unit,Private room,1,1 shared bath,1.0,2.0,$398.00,2.0,365.0,22,45,75,350,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
835708520753780622,100%,96%,t,t,Entire rental unit,Entire home/apt,8,2 baths,2.0,4.0,"$1,100.00",1.0,365.0,0,0,0,31,0,0,0,,,,,,,,
835722298320396210,100%,100%,f,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,"$1,616.00",2.0,1125.0,1,1,1,266,0,0,0,,,,,,,,
837649000199291620,100%,100%,f,t,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,"$1,533.00",3.0,365.0,25,55,85,360,10,10,10,4.8,4.9,4.9,4.8,4.9,4.9,4.8,10.0
838987541567172019,100%,86%,f,t,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,$780.00,1.0,90.0,0,21,48,322,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
837649056325358023,100%,100%,f,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,"$1,721.00",3.0,365.0,24,54,84,359,8,8,8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0
835734200869041457,100%,100%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$381.00,2.0,1125.0,28,58,88,363,3,3,3,4.0,3.67,4.0,3.67,4.33,4.0,4.0,3.0
835739984254856621,100%,100%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$381.00,2.0,1125.0,20,50,80,355,0,0,0,,,,,,,,
835748187373633523,100%,100%,f,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,"$1,250.00",2.0,1125.0,0,0,0,180,0,0,0,,,,,,,,
839013311042892492,100%,100%,f,t,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,"$1,000.00",1.0,1125.0,23,53,83,354,3,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
835753539744623577,100%,96%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,686.00",3.0,1125.0,9,16,46,136,4,4,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
837658276220637314,100%,100%,f,t,Entire condo,Entire home/apt,4,1 bath,2.0,3.0,$800.00,1.0,365.0,21,51,81,356,2,2,2,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0
837661095932664363,100%,100%,f,t,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,$914.00,1.0,1125.0,30,60,90,365,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
837665950577407330,100%,99%,t,t,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"$1,539.00",3.6,1125.0,25,46,56,311,4,4,4,4.5,4.5,4.75,5.0,4.75,4.5,4.5,4.0
837671834144546443,100%,100%,f,t,Entire rental unit,Entire home/apt,9,2 baths,3.0,7.0,"$2,848.00",1.0,365.0,23,53,83,332,3,3,3,4.33,5.0,5.0,5.0,5.0,4.67,4.0,3.0
836028867987043800,100%,100%,t,t,Entire rental unit,Entire home/apt,5,2 baths,3.0,3.0,"$1,665.00",1.1,1125.0,28,58,88,360,3,3,3,4.67,4.67,5.0,4.67,5.0,5.0,4.67,3.0
839043185712885663,100%,100%,t,t,Entire rental unit,Entire home/apt,3,2 baths,1.0,2.0,"$2,972.00",1.0,365.0,14,24,49,324,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5,2.0
836127534072863640,100%,100%,f,t,Private room in hostel,Private room,2,1 bath,1.0,1.0,$692.00,1.5,365.0,30,60,90,364,4,4,4,4.0,4.0,3.5,4.25,4.0,4.5,4.0,4.0
837679497498300263,97%,94%,f,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"$1,434.00",1.0,365.0,28,58,88,363,4,4,4,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0
837714998125836513,100%,100%,f,t,Private room in guesthouse,Private room,2,2.5 shared baths,4.0,4.0,$560.00,30.0,365.0,30,60,90,365,0,0,0,,,,,,,,
839056391833915948,100%,100%,f,t,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,$935.00,1.0,1125.0,30,60,90,365,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
837762110851885091,100%,0%,f,t,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,$960.00,3.0,1125.0,30,60,90,364,0,0,0,,,,,,,,
837763472606051112,73%,67%,f,t,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,$576.00,1.0,365.0,27,56,86,361,0,0,0,,,,,,,,
837765693680304283,100%,99%,f,t,Entire rental unit,Entire home/apt,4,2.5 baths,2.0,2.0,"$1,600.00",4.0,1125.0,7,37,67,342,0,0,0,,,,,,,,
836135957161918854,100%,67%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$800.00,5.0,10.0,6,6,6,34,0,0,0,,,,,,,,
836161334873201721,100%,100%,f,t,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,"$1,137.00",1.0,1125.0,28,56,86,361,2,2,2,4.5,5.0,5.0,5.0,5.0,5.0,5.0,2.0
836166304290099602,88%,50%,f,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"$1,300.00",2.0,90.0,0,29,59,334,0,0,0,,,,,,,,
837776069737400131,60%,0%,f,t,Entire rental unit,Entire home/apt,4,2 baths,3.0,3.0,"$1,058.00",1.0,30.0,10,40,70,160,0,0,0,,,,,,,,
837777970960910350,100%,100%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$712.00,3.0,1125.0,0,0,0,182,1,1,1,3.0,4.0,5.0,2.0,5.0,5.0,4.0,1.0
839060684461341369,100%,100%,f,t,Entire serviced apartment,Entire home/apt,6,1 bath,2.0,4.0,$993.00,1.0,1125.0,25,52,82,355,1,1,1,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0
839061748820499387,100%,100%,f,t,Entire serviced apartment,Entire home/apt,6,1 bath,2.0,4.0,"$1,030.00",1.0,1125.0,23,53,83,356,1,1,1,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
837778582775397689,100%,100%,f,t,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,$655.00,1.0,1125.0,13,31,34,275,6,6,6,5.0,5.0,4.83,5.0,5.0,5.0,5.0,6.0
839065061499043590,100%,100%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$533.00,1.0,1125.0,0,14,44,319,2,2,2,4.5,5.0,4.5,5.0,5.0,4.5,5.0,2.0
839065293077166368,100%,100%,f,t,Entire serviced apartment,Entire home/apt,6,1 bath,2.0,4.0,"$1,000.00",1.0,1125.0,24,54,84,357,1,1,1,5.0,4.0,5.0,4.0,4.0,5.0,5.0,1.0
836184866783534927,100%,100%,f,t,Entire guest suite,Entire home/apt,2,1 bath,1.0,2.0,"$1,200.00",1.0,1125.0,21,51,81,157,0,0,0,,,,,,,,
839066520592502338,100%,100%,f,t,Entire serviced apartment,Entire home/apt,6,1 bath,2.0,4.0,"$1,013.00",1.0,1125.0,21,51,81,354,2,2,2,3.0,3.0,3.0,3.0,3.0,4.5,3.0,2.0
839068003516382788,100%,100%,f,t,Entire serviced apartment,Entire home/apt,6,1 bath,2.0,4.0,$987.00,1.0,1125.0,24,54,84,357,0,0,0,,,,,,,,
836186631185310260,93%,100%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,200.00",1.0,365.0,0,13,39,285,0,0,0,,,,,,,,
836193858954776984,100%,95%,f,t,Private room in home,Private room,1,2.5 shared baths,1.0,1.0,$236.00,2.0,365.0,21,51,81,356,0,0,0,,,,,,,,
836194025399203417,100%,95%,f,t,Private room in home,Private room,1,2.5 shared baths,1.0,1.0,$183.00,2.0,1125.0,30,60,90,365,3,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
837809492331623264,,,f,t,Entire home,Entire home/apt,4,2 baths,2.0,2.0,"$7,915.00",4.0,1125.0,28,58,88,362,0,0,0,,,,,,,,
837814225496980824,100%,97%,f,t,Entire rental unit,Entire home/apt,6,4 baths,4.0,5.0,"$3,900.00",5.0,1125.0,12,35,55,55,2,2,2,4.5,4.5,5.0,4.5,5.0,5.0,5.0,2.0
837815507832469288,100%,99%,t,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,500.00",3.0,365.0,25,55,85,85,2,2,2,5.0,4.5,5.0,5.0,5.0,4.5,4.0,2.0
839069688502198479,100%,100%,f,t,Entire serviced apartment,Entire home/apt,6,1 bath,2.0,4.0,"$1,044.00",1.0,1125.0,22,52,82,354,1,1,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0
837846753852966156,80%,100%,f,t,Entire loft,Entire home/apt,4,1 bath,1.0,2.0,"$1,250.00",2.0,365.0,13,28,58,333,0,0,0,,,,,,,,
839070281549900741,100%,100%,f,t,Entire serviced apartment,Entire home/apt,7,1 bath,2.0,4.0,"$1,078.00",1.0,1125.0,16,46,76,349,1,1,1,4.0,3.0,4.0,4.0,2.0,4.0,3.0,1.0
837848891074488454,100%,75%,f,t,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,$900.00,1.0,1125.0,26,43,73,348,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
836194731985949246,100%,100%,f,t,Entire rental unit,Entire home/apt,4,2 baths,1.0,1.0,"$1,216.00",5.0,30.0,18,48,78,78,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
839086905707559188,100%,97%,f,t,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,$857.00,2.0,365.0,16,46,76,350,2,2,2,5.0,5.0,4.5,5.0,5.0,5.0,5.0,2.0
839095219223007927,100%,100%,f,t,Entire serviced apartment,Entire home/apt,9,1 bath,5.0,5.0,"$1,213.00",1.0,1125.0,7,37,60,326,2,2,2,3.5,3.0,4.0,3.5,2.5,4.5,3.5,2.0
836222796843543527,100%,50%,f,t,Entire rental unit,Entire home/apt,5,3.5 baths,3.0,3.0,"$1,800.00",6.0,365.0,0,0,0,20,0,0,0,,,,,,,,
837856515442262455,100%,87%,f,t,Private room in condo,Private room,1,1 shared bath,1.0,1.0,$398.00,3.0,365.0,23,46,76,351,0,0,0,,,,,,,,
839106471686627347,100%,100%,f,t,Entire serviced apartment,Entire home/apt,9,1 bath,3.0,5.0,"$1,138.00",1.0,1125.0,17,47,77,350,0,0,0,,,,,,,,
837859722204271945,97%,91%,f,t,Private room in condo,Private room,1,2.5 shared baths,3.0,3.0,$305.00,1.0,365.0,28,58,88,363,3,3,3,5.0,5.0,5.0,4.33,5.0,5.0,4.33,3.0
836241226887014267,100%,100%,t,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,$897.00,2.0,1125.0,3,30,60,321,0,0,0,,,,,,,,
836249904351787019,100%,100%,f,t,Entire home,Entire home/apt,4,2 baths,2.0,2.0,$900.00,3.0,1125.0,30,46,76,351,0,0,0,,,,,,,,
837878965292918366,100%,100%,t,t,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,"$2,161.00",1.0,1119.9,28,58,88,268,0,0,0,,,,,,,,
