id,property_type,room_type,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
2056638,Entire loft,Entire home/apt,1.0,0.91,0.0,1.0,3.0,1.0,1.0,1.0,1434.0,1.0,1125.0,0,19,49,324,21.0,0.0,0.0,4.95,4.71,5.0,4.95,4.95,5.0,4.86,0.19
2072354,Entire guest suite,Entire home/apt,0.95,0.91,0.0,1.0,2.0,1.0,1.0,1.0,830.0,3.0,1125.0,11,41,71,346,61.0,1.0,0.0,4.85,4.9,4.93,4.88,5.0,4.95,4.84,0.54
696037,Entire rental unit,Entire home/apt,1.0,0.9,1.0,1.0,6.0,2.0,3.0,3.0,1469.0,24.0,1125.0,0,0,0,87,39.0,2.0,0.0,4.57,4.82,4.92,4.71,4.92,4.58,4.71,0.31
35797,Entire villa,Entire home/apt,0.95,0.91,0.0,1.0,2.0,1.0,1.0,1.0,3658.0,1.0,7.0,28,58,88,363,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
44616,Entire home,Entire home/apt,1.0,0.86,0.0,1.0,3.1,1.3,1.5,1.8,18000.0,1.0,365.0,30,59,89,357,64.0,12.0,1.0,4.58,4.56,4.87,4.7,4.78,4.98,4.48,0.46
2075738,Entire loft,Entire home/apt,1.0,0.7,0.0,1.0,2.0,2.0,1.0,1.0,2561.0,2.0,30.0,2,13,19,240,78.0,16.0,1.0,4.87,4.9,4.91,4.71,4.85,5.0,4.83,0.7
56074,Entire condo,Entire home/apt,1.0,0.95,1.0,1.0,2.0,1.0,1.0,1.0,650.0,3.0,250.0,0,0,0,144,84.0,15.0,0.0,4.87,4.95,4.98,4.88,4.94,4.75,4.79,0.58
61792,Private room in home,Private room,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1089.0,2.0,1125.0,18,48,78,168,62.0,6.0,0.0,4.92,4.89,4.92,4.9,4.95,4.94,4.87,0.94
704779,Entire condo,Entire home/apt,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,943.0,2.0,1125.0,25,42,66,156,18.0,3.0,1.0,4.72,4.75,4.63,4.75,4.75,4.88,4.81,0.15
728372,Entire home,Entire home/apt,0.92,0.58,1.0,1.0,3.1,1.3,1.5,1.8,2561.0,1.0,90.0,9,15,37,270,120.0,6.0,0.0,4.73,4.74,4.88,4.69,4.88,4.34,4.75,0.95
2083241,Entire rental unit,Entire home/apt,1.0,0.98,1.0,1.0,3.0,1.0,1.0,2.0,1881.0,3.0,1125.0,4,33,63,153,29.8,36.0,1.0,4.93,4.94,5.0,4.96,4.99,4.95,4.91,2.63
67703,Entire rental unit,Entire home/apt,0.75,0.73,0.0,1.0,4.0,1.0,2.0,2.0,2088.0,4.0,30.0,27,57,87,362,47.0,7.0,0.0,4.89,4.8,4.93,4.73,4.91,4.98,4.91,0.34
2084093,Entire loft,Entire home/apt,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,402.0,1.0,1125.0,23,53,83,358,29.8,29.0,2.0,4.53,4.74,4.83,4.69,4.79,4.62,4.61,5.61
70644,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1097.0,7.0,180.0,0,21,21,145,114.0,5.0,0.0,4.9,4.9,4.95,4.95,4.98,4.96,4.92,0.84
737328,Room in serviced apartment,Hotel room,0.9,0.87,1.0,1.0,2.0,1.0,1.0,1.0,1006.0,2.0,1125.0,8,35,65,340,23.0,0.0,0.0,4.83,4.87,5.0,4.83,5.0,4.83,4.78,0.18
741557,Entire serviced apartment,Entire home/apt,0.9,0.87,1.0,1.0,2.0,1.0,1.0,1.0,998.0,2.0,730.0,15,45,75,350,7.0,1.0,0.0,4.29,4.14,4.43,4.29,4.43,4.43,4.29,0.06
760912,Private room in rental unit,Private room,0.95,0.9,0.0,1.0,2.0,1.0,1.0,1.0,726.0,1.0,14.0,28,58,88,363,5.0,0.0,0.0,4.75,4.6,5.0,4.2,4.6,4.8,4.6,0.04
2088218,Private room in home,Private room,1.0,0.91,0.0,1.0,1.0,1.0,1.0,1.0,375.0,2.0,1125.0,0,0,9,284,5.0,0.0,0.0,4.4,5.0,5.0,4.6,4.8,4.4,4.4,0.04
2093036,Private room in rental unit,Private room,0.95,0.9,0.0,1.0,2.0,1.0,1.0,2.0,2835.0,1.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
107078,Entire loft,Entire home/apt,1.0,0.99,1.0,1.0,2.0,1.0,1.0,1.0,3413.0,2.0,1125.0,12,28,49,317,10.0,0.0,0.0,5.0,5.0,5.0,5.0,4.78,4.89,4.78,0.12
2094427,Entire rental unit,Entire home/apt,1.0,0.99,0.0,1.0,2.0,1.0,1.0,1.0,1200.0,2.0,1125.0,1,1,28,303,80.0,10.0,0.0,4.76,4.84,4.96,4.84,4.96,4.89,4.68,0.77
131610,Private room,Private room,1.0,0.91,0.0,1.0,2.0,1.0,1.0,1.0,1244.0,1.0,730.0,28,58,88,88,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
773150,Tiny home,Entire home/apt,1.0,0.4,0.0,1.0,3.0,1.0,2.0,2.0,817.0,3.0,1125.0,0,0,5,280,12.0,0.0,0.0,4.91,5.0,5.0,4.91,5.0,5.0,4.82,0.1
2112138,Entire guest suite,Entire home/apt,0.95,0.91,0.0,1.0,3.0,1.0,1.0,2.0,950.0,3.0,90.0,6,36,66,341,37.0,0.0,0.0,4.58,4.72,4.81,4.67,4.81,4.86,4.44,0.33
783080,Private room in home,Private room,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,549.0,1.0,90.0,11,31,61,336,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
2117709,Entire loft,Entire home/apt,1.0,0.4,0.0,1.0,2.0,1.0,1.0,1.0,672.0,3.0,1125.0,1,2,29,304,9.0,0.0,0.0,4.89,4.89,5.0,4.78,5.0,5.0,4.78,0.08
2118573,Entire rental unit,Entire home/apt,0.91,0.95,1.0,1.0,6.0,3.0,3.0,4.0,2049.0,2.0,1125.0,29,59,88,88,215.0,31.0,1.0,4.91,4.94,4.96,4.92,4.96,4.87,4.95,1.93
165772,Entire home,Entire home/apt,1.0,1.0,1.0,1.0,3.1,1.3,1.5,1.8,3449.0,2.0,365.0,3,8,21,194,29.8,20.0,2.0,4.88,4.91,4.93,4.86,4.92,4.71,4.91,2.09
2127400,Private room in townhouse,Private room,0.5,0.33,0.0,1.0,2.0,1.0,1.0,1.0,1543.0,2.0,7.0,0,0,20,295,158.0,1.0,0.0,4.97,4.94,4.98,4.97,4.96,4.96,4.95,1.41
171109,Private room in rental unit,Private room,1.0,0.77,1.0,1.0,2.0,1.0,1.0,1.0,302.0,4.0,1125.0,19,49,79,354,90.0,14.0,3.0,4.82,4.86,4.98,4.59,4.94,4.98,4.78,0.82
783480,Private room in home,Private room,0.95,1.0,0.0,1.0,4.0,2.0,2.0,4.0,500.0,2.0,365.0,0,23,53,328,27.0,0.0,0.0,4.96,4.93,4.93,4.93,4.93,4.7,4.85,0.25
2130176,Entire rental unit,Entire home/apt,1.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,1050.0,5.0,1125.0,7,7,8,153,38.0,2.0,1.0,4.79,4.92,4.97,4.63,5.0,4.97,4.76,0.35
817291,Entire condo,Entire home/apt,0.95,0.98,0.0,1.0,4.0,1.0,2.0,2.0,672.0,2.0,90.0,7,15,17,214,66.0,5.0,1.0,4.85,4.94,4.91,4.8,4.94,4.66,4.77,0.53
2171338,Entire loft,Entire home/apt,0.95,0.91,0.0,1.0,5.0,1.0,1.0,3.0,1434.0,2.0,1125.0,9,31,61,324,29.8,40.0,0.0,4.62,4.72,4.69,4.68,4.68,4.93,4.64,3.3
822005,Entire loft,Entire home/apt,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1310.0,4.0,360.0,21,51,81,356,54.0,4.0,1.0,4.43,4.64,4.92,4.47,4.68,4.43,4.28,0.46
180808,Entire loft,Entire home/apt,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1037.0,3.0,365.0,0,18,39,155,44.0,7.0,0.0,4.77,4.86,4.89,4.68,4.86,4.89,4.7,0.33
2178349,Entire serviced apartment,Entire home/apt,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,794.0,2.0,1125.0,0,7,18,197,20.0,14.0,1.0,4.7,4.7,4.85,4.4,4.9,4.85,4.8,0.18
187030,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,50000.0,14.0,365.0,0,0,0,0,101.0,4.0,1.0,4.56,4.65,4.83,4.65,4.88,4.92,4.5,0.73
187745,Entire loft,Entire home/apt,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,5000.0,14.0,365.0,0,0,0,0,24.0,0.0,0.0,4.67,4.58,4.83,4.58,4.79,5.0,4.63,0.21
194937,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1900.0,5.0,1125.0,0,0,26,26,67.0,3.0,0.0,4.67,4.66,4.87,4.81,5.0,4.96,4.67,0.49
198778,Entire rental unit,Entire home/apt,1.0,0.75,0.0,1.0,3.0,1.0,2.0,2.0,870.0,2.0,365.0,3,3,30,305,174.0,3.0,0.0,4.58,4.73,4.78,4.65,4.81,4.85,4.59,1.24
826691,Entire rental unit,Entire home/apt,1.0,0.91,0.0,1.0,2.0,1.0,1.0,1.0,850.0,2.9,365.0,13,43,73,348,18.0,0.0,0.0,4.83,4.72,5.0,4.72,4.89,4.94,4.59,0.16
828714,Entire rental unit,Entire home/apt,1.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,817.0,2.0,1125.0,30,60,90,365,26.0,1.0,0.0,4.76,4.96,4.96,4.84,4.96,4.96,4.88,0.33
832805,Private room in home,Private room,0.92,0.58,1.0,1.0,2.0,1.0,1.0,1.0,402.0,1.0,1125.0,22,37,64,307,127.0,2.0,0.0,4.73,4.72,4.9,4.67,4.92,4.46,4.8,1.02
2182375,Entire rental unit,Entire home/apt,1.0,1.0,0.0,1.0,4.0,2.0,2.0,2.0,2800.0,30.0,120.0,28,58,88,363,40.0,0.0,0.0,4.9,4.98,5.0,4.9,5.0,4.88,4.98,0.42
844818,Private room in rental unit,Private room,0.95,0.33,0.0,1.0,2.0,1.0,1.0,1.96,480.0,2.0,1125.0,29,59,89,269,9.0,1.0,0.0,4.78,5.0,5.0,5.0,5.0,4.89,4.78,0.07
204887,Entire rental unit,Entire home/apt,0.95,0.9,0.0,1.0,2.0,1.0,1.0,1.0,1200.0,3.0,180.0,28,58,88,363,27.0,0.0,0.0,4.58,4.59,4.77,4.31,4.85,4.96,4.42,0.21
217685,Entire rental unit,Entire home/apt,1.0,0.97,1.0,1.0,2.0,1.0,1.0,2.0,788.0,7.0,1125.0,5,5,8,155,42.0,19.0,1.0,4.88,4.93,4.98,4.86,4.98,4.95,4.9,0.43
2228415,Entire home,Entire home/apt,1.0,0.94,1.0,1.0,6.0,2.0,3.0,3.0,4714.0,15.0,120.0,27,57,87,362,4.0,0.0,0.0,4.75,4.75,5.0,4.25,4.75,4.5,4.25,0.05
245507,Entire rental unit,Entire home/apt,1.0,0.98,0.0,1.0,3.0,1.0,1.0,2.0,1017.0,1.0,1125.0,26,56,86,361,29.8,43.0,3.0,4.84,4.89,4.94,4.85,4.95,4.88,4.81,2.4
246057,Entire rental unit,Entire home/apt,1.0,0.98,0.0,1.0,2.0,1.0,1.0,1.0,900.0,1.0,1125.0,30,60,90,365,29.8,2.0,1.0,4.88,4.84,4.96,4.88,4.93,4.89,4.84,1.79
247543,Entire rental unit,Entire home/apt,1.0,0.81,1.0,1.0,1.0,1.0,1.0,1.0,545.0,3.0,30.0,4,30,60,313,99.0,19.0,2.0,4.88,4.94,4.97,4.96,4.95,4.99,4.94,0.72
858277,Entire rental unit,Entire home/apt,1.0,0.9,0.0,1.0,6.0,2.0,3.0,4.0,2269.0,2.0,1125.0,0,28,31,211,136.0,0.0,0.0,4.83,4.92,4.91,4.84,4.93,4.97,4.81,1.09
865012,Room in serviced apartment,Hotel room,0.9,0.87,1.0,1.0,2.0,1.0,1.0,1.0,1006.0,2.0,1125.0,0,27,57,332,31.0,0.0,0.0,4.97,4.97,5.0,4.94,5.0,4.97,4.97,0.25
2238309,Entire loft,Entire home/apt,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1880.0,7.0,1125.0,1,21,51,326,29.8,6.0,1.0,4.88,4.88,4.91,4.91,4.97,4.9,4.86,2.4
868843,Room in serviced apartment,Hotel room,0.9,0.87,1.0,1.0,2.0,1.0,1.0,1.0,908.0,2.0,1125.0,18,45,75,350,49.0,9.0,1.0,4.98,4.98,5.0,4.92,5.0,5.0,4.9,0.46
868986,Entire serviced apartment,Entire home/apt,0.9,0.87,1.0,1.0,2.0,1.0,1.0,1.0,908.0,2.0,1125.0,0,0,0,272,23.0,4.0,0.0,4.91,4.96,4.91,4.91,4.91,4.96,4.83,0.19
252618,Private room in rental unit,Private room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,591.0,5.0,1825.0,30,60,90,365,20.0,2.0,0.0,4.16,4.21,4.61,4.32,4.32,4.68,4.21,0.15
256555,Entire home,Entire home/apt,1.0,1.0,1.0,1.0,3.1,4.0,4.0,1.8,3014.0,2.0,365.0,3,8,21,194,29.8,26.0,0.0,4.91,4.91,4.93,4.89,4.94,4.78,4.91,2.32
2284377,Private room in rental unit,Private room,1.0,0.89,1.0,1.0,2.0,1.0,1.0,1.0,726.0,15.0,1125.0,7,37,67,247,20.0,4.0,0.0,4.95,4.95,4.9,4.9,4.95,5.0,4.9,0.18
261897,Entire rental unit,Entire home/apt,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1154.0,5.0,1125.0,0,8,38,127,29.8,0.0,0.0,4.76,4.87,4.75,4.76,4.82,4.94,4.81,2.59
276504,Entire rental unit,Entire home/apt,0.95,0.91,0.0,1.0,2.0,1.0,1.55,1.0,1815.0,7.0,365.0,0,0,0,0,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
869063,Room in serviced apartment,Hotel room,0.9,0.87,1.0,1.0,2.0,1.0,1.0,1.0,908.0,2.0,1125.0,24,54,84,356,22.0,3.0,0.0,4.95,5.0,5.0,4.95,5.0,4.95,4.95,0.25
883511,Entire home,Entire home/apt,0.92,0.58,1.0,1.0,3.1,1.3,1.5,1.8,2561.0,1.0,90.0,9,15,37,266,29.8,33.0,3.0,4.79,4.79,4.91,4.8,4.94,4.43,4.79,1.91
2289797,Entire rental unit,Entire home/apt,1.0,0.6,0.0,1.0,4.0,1.0,2.0,2.0,1000.0,15.0,1125.0,2,26,38,313,29.8,7.0,0.0,4.55,4.68,4.89,4.56,4.82,4.9,4.63,2.64
898633,Entire rental unit,Entire home/apt,1.0,0.91,1.0,1.0,2.0,1.0,1.0,2.0,1532.0,3.0,48.0,12,33,58,330,54.0,3.0,1.0,4.93,4.91,4.91,4.94,4.96,4.92,4.89,0.44
281134,Room in serviced apartment,Hotel room,1.0,0.86,0.0,1.0,3.0,1.0,1.0,2.0,3162.0,2.7,365.0,29,40,69,287,7.0,0.0,0.0,4.71,4.71,5.0,5.0,5.0,5.0,4.86,0.07
287940,Entire guest suite,Entire home/apt,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,726.0,1.0,1125.0,17,40,59,334,29.8,40.0,3.0,4.59,4.66,4.86,4.65,4.87,4.95,4.7,3.32
291804,Private room in rental unit,Private room,0.95,0.9,0.0,1.0,1.0,1.0,1.0,1.0,545.0,2.0,14.0,30,60,90,365,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
2297850,Private room in rental unit,Private room,1.0,0.92,0.0,1.0,2.0,1.0,1.0,1.0,699.0,7.0,1125.0,2,31,61,336,223.0,4.0,0.0,4.75,4.73,4.89,4.87,4.92,4.94,4.77,2.01
298873,Entire rental unit,Entire home/apt,0.95,0.9,0.0,1.0,4.0,2.0,2.0,2.0,1362.0,3.0,180.0,0,0,0,0,119.0,0.0,0.0,4.78,4.87,4.89,4.88,4.73,4.9,4.8,0.89
323030,Entire rental unit,Entire home/apt,1.0,0.75,0.0,1.0,3.0,1.0,2.0,2.0,1200.0,2.0,1125.0,0,0,21,296,189.0,7.0,0.0,4.65,4.74,4.77,4.6,4.8,4.85,4.64,1.41
913084,Entire serviced apartment,Entire home/apt,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,796.0,2.0,1125.0,1,23,53,188,147.0,15.0,0.0,4.73,4.81,4.83,4.71,4.92,4.44,4.73,1.22
2302615,Entire rental unit,Entire home/apt,1.0,0.85,0.0,1.0,2.0,1.0,1.0,1.0,2269.0,1.0,1125.0,0,0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
939721,Tiny home,Entire home/apt,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1556.0,3.0,1125.0,10,24,53,312,29.8,42.0,3.0,4.83,4.93,4.9,4.92,4.93,4.93,4.79,4.04
324769,Entire rental unit,Entire home/apt,1.0,1.0,0.0,1.0,6.0,2.0,2.0,3.0,545.0,3.0,1125.0,17,47,77,167,46.0,5.0,0.0,4.76,4.87,4.91,4.73,4.91,4.44,4.73,0.38
325812,Private room in condo,Private room,1.0,0.9,0.0,1.0,1.0,1.0,1.0,1.0,457.0,4.0,10.0,12,42,72,162,107.0,0.0,0.0,4.78,4.79,4.86,4.85,4.86,4.93,4.78,0.96
2307983,Entire loft,Entire home/apt,1.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,1448.0,2.0,1125.0,9,33,53,288,29.8,17.0,1.0,4.82,4.85,4.84,4.82,4.94,4.93,4.88,2.49
326296,Private room in home,Private room,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,327.0,2.0,1125.0,0,0,0,120,204.0,11.0,0.0,4.8,4.81,4.87,4.83,4.93,4.74,4.84,1.66
997247,Entire condo,Entire home/apt,0.9,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1362.0,2.0,1125.0,9,25,49,313,29.8,40.0,0.0,4.81,4.91,4.87,4.92,4.69,4.96,4.87,3.56
1001517,Entire home,Entire home/apt,1.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1949.0,2.0,200.0,0,27,40,179,71.0,1.0,0.0,4.84,4.96,4.97,4.96,4.87,4.97,4.91,0.6
2318781,Private room in rental unit,Private room,1.0,0.93,0.0,1.0,2.0,1.0,1.0,1.0,713.0,1.0,1125.0,30,60,90,365,132.0,9.0,1.0,4.84,4.89,4.91,4.72,4.94,4.87,4.75,1.42
1011428,Entire home,Entire home/apt,1.0,0.71,0.0,1.0,6.0,4.0,3.0,4.0,6354.0,7.0,90.0,7,37,67,331,20.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,4.95,4.68,0.17
1013504,Private room in home,Private room,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,327.0,2.0,1125.0,18,48,78,253,51.0,4.0,0.0,4.96,4.92,4.88,4.9,4.94,4.94,4.86,0.45
326475,Private room in condo,Private room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,529.0,3.0,1125.0,30,60,90,90,120.0,11.0,1.0,4.87,4.87,4.91,4.8,4.93,4.89,4.81,1.24
329776,Private room in home,Private room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,272.0,2.0,1125.0,0,0,0,0,17.0,1.0,0.0,4.82,4.88,4.94,4.76,5.0,4.56,4.75,0.25
2335400,Private room in rental unit,Private room,1.0,0.88,0.0,1.0,1.0,1.0,1.0,1.0,450.0,1.0,1125.0,30,32,32,114,13.0,1.0,0.0,4.69,4.92,4.85,4.23,4.85,4.92,4.62,0.12
331788,Entire rental unit,Entire home/apt,0.95,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1398.0,3.0,1125.0,2,3,4,184,29.8,0.0,0.0,4.81,4.9,4.91,4.84,4.94,4.91,4.81,2.51
350079,Private room in rental unit,Private room,0.95,0.91,0.0,1.0,1.0,1.0,1.0,1.0,1006.0,5.0,180.0,30,60,90,365,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
1051636,Private room in condo,Private room,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,896.0,2.0,1125.0,29,59,89,364,28.0,3.0,0.0,4.82,4.57,4.96,4.96,4.75,4.93,4.71,0.24
1066945,Private room in guest suite,Private room,0.83,0.86,0.0,1.0,2.0,1.0,1.0,1.0,1036.0,2.0,365.0,0,11,37,292,152.0,8.0,0.0,4.93,4.94,4.96,4.97,4.91,4.97,4.94,1.33
2345760,Private room in rental unit,Private room,0.95,1.0,0.0,1.0,2.0,1.0,1.0,1.0,500.0,3.0,28.0,29,59,89,364,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.4
362583,Entire rental unit,Entire home/apt,1.0,0.99,1.0,1.0,4.0,2.0,2.0,2.0,1452.0,2.0,1125.0,15,39,69,344,35.0,4.0,0.0,4.85,4.91,4.7,4.91,4.79,4.94,4.88,0.28
2373420,Private room in rental unit,Private room,1.0,0.88,0.0,1.0,1.0,1.0,1.0,1.0,400.0,1.0,1125.0,30,60,90,365,17.0,7.0,0.0,4.82,4.71,4.63,4.75,4.88,4.88,4.82,0.18
2401724,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1400.0,1.0,1125.0,18,46,72,162,217.0,55.0,4.0,4.88,4.93,4.95,4.88,4.98,4.99,4.87,3.18
370092,Entire loft,Entire home/apt,1.0,0.99,0.0,1.0,4.0,1.0,1.55,2.0,615.0,1.0,1125.0,20,27,52,142,29.8,51.0,2.0,4.46,4.42,4.7,4.51,4.72,4.76,4.47,3.12
375032,Private room in bed and breakfast,Private room,0.6,0.46,1.0,1.0,3.1,1.3,1.5,1.8,14143.0,1.0,14.0,30,60,90,365,51.0,1.0,0.0,4.69,4.56,4.78,4.73,4.84,4.98,4.47,0.39
1087636,Private room in rental unit,Private room,1.0,0.92,0.0,1.0,1.0,1.0,1.0,1.0,450.0,1.0,13.0,27,57,87,362,37.0,10.0,0.0,4.92,4.92,4.97,4.84,4.97,4.89,4.89,0.37
1130658,Entire rental unit,Entire home/apt,1.0,0.77,1.0,1.0,3.0,2.0,2.0,2.0,1250.0,2.0,1125.0,0,0,9,284,27.0,1.0,1.0,4.92,4.85,4.88,4.62,4.96,4.88,4.69,0.24
2406485,Private room in rental unit,Private room,0.67,0.82,1.0,1.0,2.0,1.0,1.0,1.0,450.0,2.0,1125.0,13,43,73,348,46.0,4.0,0.0,4.76,4.89,4.8,4.91,4.71,4.76,4.82,0.42
1135302,Private room in rental unit,Private room,1.0,0.77,1.0,1.0,3.0,1.0,1.0,1.0,385.0,2.0,1125.0,22,52,82,357,9.0,0.0,0.0,4.78,5.0,5.0,5.0,4.89,4.89,5.0,0.1
382712,Private room in rental unit,Private room,0.6,0.9,0.0,1.0,2.0,1.0,1.0,1.0,700.0,1.0,7.0,29,59,89,364,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
386265,Private room in rental unit,Private room,1.0,0.85,0.0,1.0,2.0,1.0,1.0,1.0,295.0,4.0,1125.0,28,58,88,363,16.0,6.0,1.0,4.63,4.69,4.75,4.94,4.75,4.94,4.69,0.15
2419999,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1180.0,3.0,1125.0,12,28,57,207,17.0,6.0,0.0,4.41,4.47,4.71,4.76,4.53,4.88,4.35,0.15
1164876,Entire home,Entire home/apt,1.0,1.0,1.0,1.0,6.0,3.0,3.0,3.0,4481.0,10.0,21.0,0,19,19,90,6.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
2424204,Entire rental unit,Entire home/apt,1.0,0.99,1.0,1.0,4.0,1.0,1.0,2.0,1797.0,3.0,90.0,30,60,90,360,24.0,0.0,0.0,4.75,4.79,4.96,4.83,4.96,4.75,4.71,0.22
1167552,Private room in home,Private room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,700.0,3.0,1125.0,20,50,80,80,134.0,17.0,2.0,4.86,4.86,4.95,4.6,4.96,4.95,4.86,1.12
1170780,Private room in rental unit,Private room,0.95,0.91,0.0,1.0,2.0,1.0,1.0,1.0,381.0,3.0,1125.0,0,0,0,137,17.0,0.0,0.0,4.94,5.0,4.94,5.0,5.0,4.56,4.81,0.15
1211383,Private room in home,Private room,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,908.0,5.0,21.0,0,2,2,2,21.0,1.0,0.0,4.78,4.84,4.95,4.89,4.84,4.95,4.68,0.18
395446,Entire condo,Entire home/apt,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2500.0,5.0,1125.0,13,43,72,72,22.0,6.0,1.0,4.77,4.82,4.9,4.77,4.95,5.0,4.48,0.17
419110,Private room in rental unit,Private room,0.95,0.9,0.0,1.0,2.0,1.0,1.0,2.0,599.0,3.0,15.0,28,58,88,88,53.0,0.0,0.0,4.84,4.96,4.87,4.94,4.89,4.96,4.8,0.65
454077,Private room in rental unit,Private room,0.95,0.9,0.0,1.0,1.0,1.39,1.0,1.0,457.0,1.0,1125.0,30,60,90,365,2.0,0.0,0.0,4.8,4.8,4.9,4.8,4.9,4.9,4.8,0.02
2436156,Entire loft,Entire home/apt,1.0,0.99,0.0,1.0,5.0,2.0,2.0,2.0,1466.0,4.0,60.0,3,9,30,30,85.0,15.0,2.0,4.82,4.87,4.87,4.79,4.96,4.91,4.81,0.78
454693,Entire rental unit,Entire home/apt,1.0,0.93,0.0,1.0,2.0,1.0,1.0,1.0,2033.0,2.0,1125.0,27,57,63,234,29.8,21.0,4.0,4.9,4.93,4.92,4.94,4.88,4.96,4.87,1.97
456242,Private room in home,Private room,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,732.0,3.0,90.0,27,57,87,362,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
458808,Entire rental unit,Entire home/apt,0.99,0.99,0.0,1.0,2.0,1.0,1.0,2.0,685.0,1.0,1125.0,0,0,23,298,76.0,23.0,1.0,4.43,4.61,4.79,4.67,4.7,4.88,4.41,0.84
1226234,Entire rental unit,Entire home/apt,1.0,0.5,0.0,1.0,4.0,1.0,2.0,2.0,2559.0,6.0,1125.0,8,8,11,11,23.0,0.0,0.0,4.86,4.95,5.0,4.9,4.86,5.0,4.76,0.25
2444573,Entire condo,Entire home/apt,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,817.0,7.0,1125.0,0,0,3,121,19.0,8.0,1.0,5.0,5.0,5.0,4.74,5.0,4.79,4.89,0.27
1236668,Entire rental unit,Entire home/apt,0.9,0.64,0.0,1.0,4.0,2.0,3.0,1.96,1071.0,4.0,1125.0,16,46,76,327,8.0,3.0,0.0,3.38,4.8,3.75,3.5,3.75,4.9,3.5,0.07
486913,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,876.0,1.0,1125.0,0,28,58,333,34.0,10.0,0.0,4.94,5.0,4.94,4.88,4.97,4.91,4.91,0.26
